neuron_id,well,tile,condition,stimulation,timepoint,timepoint_idx,rfp1_path,halo_path,rfp1_masked_path,halo_masked_path,class_label
E4_tile1_n701,E4,1,APPV717I,0ms,T0,0,images/RFP1/E4_tile1_n701_T0.png,images/Halo/E4_tile1_n701_T0.png,images/RFP1_masked/E4_tile1_n701_T0.png,images/Halo_masked/E4_tile1_n701_T0.png,APPV717I
E4_tile1_n701,E4,1,APPV717I,0ms,T1,1,images/RFP1/E4_tile1_n701_T1.png,images/Halo/E4_tile1_n701_T1.png,images/RFP1_masked/E4_tile1_n701_T1.png,images/Halo_masked/E4_tile1_n701_T1.png,APPV717I
E4_tile1_n701,E4,1,APPV717I,0ms,T2,2,images/RFP1/E4_tile1_n701_T2.png,images/Halo/E4_tile1_n701_T2.png,images/RFP1_masked/E4_tile1_n701_T2.png,images/Halo_masked/E4_tile1_n701_T2.png,APPV717I
E4_tile1_n701,E4,1,APPV717I,0ms,T3,3,images/RFP1/E4_tile1_n701_T3.png,images/Halo/E4_tile1_n701_T3.png,images/RFP1_masked/E4_tile1_n701_T3.png,images/Halo_masked/E4_tile1_n701_T3.png,APPV717I
E4_tile1_n701,E4,1,APPV717I,0ms,T4,4,images/RFP1/E4_tile1_n701_T4.png,images/Halo/E4_tile1_n701_T4.png,images/RFP1_masked/E4_tile1_n701_T4.png,images/Halo_masked/E4_tile1_n701_T4.png,APPV717I
E4_tile1_n701,E4,1,APPV717I,0ms,T5,5,images/RFP1/E4_tile1_n701_T5.png,images/Halo/E4_tile1_n701_T5.png,images/RFP1_masked/E4_tile1_n701_T5.png,images/Halo_masked/E4_tile1_n701_T5.png,APPV717I
E4_tile1_n701,E4,1,APPV717I,0ms,T6,6,images/RFP1/E4_tile1_n701_T6.png,images/Halo/E4_tile1_n701_T6.png,images/RFP1_masked/E4_tile1_n701_T6.png,images/Halo_masked/E4_tile1_n701_T6.png,APPV717I
E4_tile1_n701,E4,1,APPV717I,0ms,T7,7,images/RFP1/E4_tile1_n701_T7.png,images/Halo/E4_tile1_n701_T7.png,images/RFP1_masked/E4_tile1_n701_T7.png,images/Halo_masked/E4_tile1_n701_T7.png,APPV717I
E4_tile1_n701,E4,1,APPV717I,0ms,T8,8,images/RFP1/E4_tile1_n701_T8.png,images/Halo/E4_tile1_n701_T8.png,images/RFP1_masked/E4_tile1_n701_T8.png,images/Halo_masked/E4_tile1_n701_T8.png,APPV717I
E4_tile1_n701,E4,1,APPV717I,0ms,T9,9,images/RFP1/E4_tile1_n701_T9.png,images/Halo/E4_tile1_n701_T9.png,images/RFP1_masked/E4_tile1_n701_T9.png,images/Halo_masked/E4_tile1_n701_T9.png,APPV717I
E4_tile1_n701,E4,1,APPV717I,0ms,T10,10,images/RFP1/E4_tile1_n701_T10.png,images/Halo/E4_tile1_n701_T10.png,images/RFP1_masked/E4_tile1_n701_T10.png,images/Halo_masked/E4_tile1_n701_T10.png,APPV717I
E4_tile1_n701,E4,1,APPV717I,0ms,T11,11,images/RFP1/E4_tile1_n701_T11.png,images/Halo/E4_tile1_n701_T11.png,images/RFP1_masked/E4_tile1_n701_T11.png,images/Halo_masked/E4_tile1_n701_T11.png,APPV717I
E4_tile1_n701,E4,1,APPV717I,0ms,T12,12,images/RFP1/E4_tile1_n701_T12.png,images/Halo/E4_tile1_n701_T12.png,images/RFP1_masked/E4_tile1_n701_T12.png,images/Halo_masked/E4_tile1_n701_T12.png,APPV717I
E4_tile1_n701,E4,1,APPV717I,0ms,T13,13,images/RFP1/E4_tile1_n701_T13.png,images/Halo/E4_tile1_n701_T13.png,images/RFP1_masked/E4_tile1_n701_T13.png,images/Halo_masked/E4_tile1_n701_T13.png,APPV717I
E4_tile1_n701,E4,1,APPV717I,0ms,T14,14,images/RFP1/E4_tile1_n701_T14.png,images/Halo/E4_tile1_n701_T14.png,images/RFP1_masked/E4_tile1_n701_T14.png,images/Halo_masked/E4_tile1_n701_T14.png,APPV717I
E4_tile1_n701,E4,1,APPV717I,0ms,T15,15,images/RFP1/E4_tile1_n701_T15.png,images/Halo/E4_tile1_n701_T15.png,images/RFP1_masked/E4_tile1_n701_T15.png,images/Halo_masked/E4_tile1_n701_T15.png,APPV717I
E4_tile4_n105,E4,4,APPV717I,0ms,T0,0,images/RFP1/E4_tile4_n105_T0.png,images/Halo/E4_tile4_n105_T0.png,images/RFP1_masked/E4_tile4_n105_T0.png,images/Halo_masked/E4_tile4_n105_T0.png,APPV717I
E4_tile4_n105,E4,4,APPV717I,0ms,T1,1,images/RFP1/E4_tile4_n105_T1.png,images/Halo/E4_tile4_n105_T1.png,images/RFP1_masked/E4_tile4_n105_T1.png,images/Halo_masked/E4_tile4_n105_T1.png,APPV717I
E4_tile4_n105,E4,4,APPV717I,0ms,T2,2,images/RFP1/E4_tile4_n105_T2.png,images/Halo/E4_tile4_n105_T2.png,images/RFP1_masked/E4_tile4_n105_T2.png,images/Halo_masked/E4_tile4_n105_T2.png,APPV717I
E4_tile4_n105,E4,4,APPV717I,0ms,T3,3,images/RFP1/E4_tile4_n105_T3.png,images/Halo/E4_tile4_n105_T3.png,images/RFP1_masked/E4_tile4_n105_T3.png,images/Halo_masked/E4_tile4_n105_T3.png,APPV717I
E4_tile4_n105,E4,4,APPV717I,0ms,T4,4,images/RFP1/E4_tile4_n105_T4.png,images/Halo/E4_tile4_n105_T4.png,images/RFP1_masked/E4_tile4_n105_T4.png,images/Halo_masked/E4_tile4_n105_T4.png,APPV717I
E4_tile4_n105,E4,4,APPV717I,0ms,T5,5,images/RFP1/E4_tile4_n105_T5.png,images/Halo/E4_tile4_n105_T5.png,images/RFP1_masked/E4_tile4_n105_T5.png,images/Halo_masked/E4_tile4_n105_T5.png,APPV717I
E4_tile4_n105,E4,4,APPV717I,0ms,T6,6,images/RFP1/E4_tile4_n105_T6.png,images/Halo/E4_tile4_n105_T6.png,images/RFP1_masked/E4_tile4_n105_T6.png,images/Halo_masked/E4_tile4_n105_T6.png,APPV717I
E4_tile4_n105,E4,4,APPV717I,0ms,T7,7,images/RFP1/E4_tile4_n105_T7.png,images/Halo/E4_tile4_n105_T7.png,images/RFP1_masked/E4_tile4_n105_T7.png,images/Halo_masked/E4_tile4_n105_T7.png,APPV717I
E4_tile4_n105,E4,4,APPV717I,0ms,T8,8,images/RFP1/E4_tile4_n105_T8.png,images/Halo/E4_tile4_n105_T8.png,images/RFP1_masked/E4_tile4_n105_T8.png,images/Halo_masked/E4_tile4_n105_T8.png,APPV717I
E4_tile4_n105,E4,4,APPV717I,0ms,T9,9,images/RFP1/E4_tile4_n105_T9.png,images/Halo/E4_tile4_n105_T9.png,images/RFP1_masked/E4_tile4_n105_T9.png,images/Halo_masked/E4_tile4_n105_T9.png,APPV717I
E4_tile4_n105,E4,4,APPV717I,0ms,T10,10,images/RFP1/E4_tile4_n105_T10.png,images/Halo/E4_tile4_n105_T10.png,images/RFP1_masked/E4_tile4_n105_T10.png,images/Halo_masked/E4_tile4_n105_T10.png,APPV717I
E4_tile4_n105,E4,4,APPV717I,0ms,T11,11,images/RFP1/E4_tile4_n105_T11.png,images/Halo/E4_tile4_n105_T11.png,images/RFP1_masked/E4_tile4_n105_T11.png,images/Halo_masked/E4_tile4_n105_T11.png,APPV717I
E4_tile4_n105,E4,4,APPV717I,0ms,T12,12,images/RFP1/E4_tile4_n105_T12.png,images/Halo/E4_tile4_n105_T12.png,images/RFP1_masked/E4_tile4_n105_T12.png,images/Halo_masked/E4_tile4_n105_T12.png,APPV717I
E4_tile4_n105,E4,4,APPV717I,0ms,T13,13,images/RFP1/E4_tile4_n105_T13.png,images/Halo/E4_tile4_n105_T13.png,images/RFP1_masked/E4_tile4_n105_T13.png,images/Halo_masked/E4_tile4_n105_T13.png,APPV717I
E4_tile4_n105,E4,4,APPV717I,0ms,T14,14,images/RFP1/E4_tile4_n105_T14.png,images/Halo/E4_tile4_n105_T14.png,images/RFP1_masked/E4_tile4_n105_T14.png,images/Halo_masked/E4_tile4_n105_T14.png,APPV717I
E4_tile4_n105,E4,4,APPV717I,0ms,T15,15,images/RFP1/E4_tile4_n105_T15.png,images/Halo/E4_tile4_n105_T15.png,images/RFP1_masked/E4_tile4_n105_T15.png,images/Halo_masked/E4_tile4_n105_T15.png,APPV717I
E4_tile4_n55,E4,4,APPV717I,0ms,T0,0,images/RFP1/E4_tile4_n55_T0.png,images/Halo/E4_tile4_n55_T0.png,images/RFP1_masked/E4_tile4_n55_T0.png,images/Halo_masked/E4_tile4_n55_T0.png,APPV717I
E4_tile4_n55,E4,4,APPV717I,0ms,T1,1,images/RFP1/E4_tile4_n55_T1.png,images/Halo/E4_tile4_n55_T1.png,images/RFP1_masked/E4_tile4_n55_T1.png,images/Halo_masked/E4_tile4_n55_T1.png,APPV717I
E4_tile4_n55,E4,4,APPV717I,0ms,T2,2,images/RFP1/E4_tile4_n55_T2.png,images/Halo/E4_tile4_n55_T2.png,images/RFP1_masked/E4_tile4_n55_T2.png,images/Halo_masked/E4_tile4_n55_T2.png,APPV717I
E4_tile4_n55,E4,4,APPV717I,0ms,T3,3,images/RFP1/E4_tile4_n55_T3.png,images/Halo/E4_tile4_n55_T3.png,images/RFP1_masked/E4_tile4_n55_T3.png,images/Halo_masked/E4_tile4_n55_T3.png,APPV717I
E4_tile4_n55,E4,4,APPV717I,0ms,T4,4,images/RFP1/E4_tile4_n55_T4.png,images/Halo/E4_tile4_n55_T4.png,images/RFP1_masked/E4_tile4_n55_T4.png,images/Halo_masked/E4_tile4_n55_T4.png,APPV717I
E4_tile4_n55,E4,4,APPV717I,0ms,T5,5,images/RFP1/E4_tile4_n55_T5.png,images/Halo/E4_tile4_n55_T5.png,images/RFP1_masked/E4_tile4_n55_T5.png,images/Halo_masked/E4_tile4_n55_T5.png,APPV717I
E4_tile4_n55,E4,4,APPV717I,0ms,T6,6,images/RFP1/E4_tile4_n55_T6.png,images/Halo/E4_tile4_n55_T6.png,images/RFP1_masked/E4_tile4_n55_T6.png,images/Halo_masked/E4_tile4_n55_T6.png,APPV717I
E4_tile4_n55,E4,4,APPV717I,0ms,T7,7,images/RFP1/E4_tile4_n55_T7.png,images/Halo/E4_tile4_n55_T7.png,images/RFP1_masked/E4_tile4_n55_T7.png,images/Halo_masked/E4_tile4_n55_T7.png,APPV717I
E4_tile4_n55,E4,4,APPV717I,0ms,T8,8,images/RFP1/E4_tile4_n55_T8.png,images/Halo/E4_tile4_n55_T8.png,images/RFP1_masked/E4_tile4_n55_T8.png,images/Halo_masked/E4_tile4_n55_T8.png,APPV717I
E4_tile4_n55,E4,4,APPV717I,0ms,T9,9,images/RFP1/E4_tile4_n55_T9.png,images/Halo/E4_tile4_n55_T9.png,images/RFP1_masked/E4_tile4_n55_T9.png,images/Halo_masked/E4_tile4_n55_T9.png,APPV717I
E4_tile4_n55,E4,4,APPV717I,0ms,T10,10,images/RFP1/E4_tile4_n55_T10.png,images/Halo/E4_tile4_n55_T10.png,images/RFP1_masked/E4_tile4_n55_T10.png,images/Halo_masked/E4_tile4_n55_T10.png,APPV717I
E4_tile4_n55,E4,4,APPV717I,0ms,T11,11,images/RFP1/E4_tile4_n55_T11.png,images/Halo/E4_tile4_n55_T11.png,images/RFP1_masked/E4_tile4_n55_T11.png,images/Halo_masked/E4_tile4_n55_T11.png,APPV717I
E4_tile4_n55,E4,4,APPV717I,0ms,T12,12,images/RFP1/E4_tile4_n55_T12.png,images/Halo/E4_tile4_n55_T12.png,images/RFP1_masked/E4_tile4_n55_T12.png,images/Halo_masked/E4_tile4_n55_T12.png,APPV717I
E4_tile4_n55,E4,4,APPV717I,0ms,T13,13,images/RFP1/E4_tile4_n55_T13.png,images/Halo/E4_tile4_n55_T13.png,images/RFP1_masked/E4_tile4_n55_T13.png,images/Halo_masked/E4_tile4_n55_T13.png,APPV717I
E4_tile4_n55,E4,4,APPV717I,0ms,T14,14,images/RFP1/E4_tile4_n55_T14.png,images/Halo/E4_tile4_n55_T14.png,images/RFP1_masked/E4_tile4_n55_T14.png,images/Halo_masked/E4_tile4_n55_T14.png,APPV717I
E4_tile4_n55,E4,4,APPV717I,0ms,T15,15,images/RFP1/E4_tile4_n55_T15.png,images/Halo/E4_tile4_n55_T15.png,images/RFP1_masked/E4_tile4_n55_T15.png,images/Halo_masked/E4_tile4_n55_T15.png,APPV717I
E4_tile4_n303,E4,4,APPV717I,0ms,T0,0,images/RFP1/E4_tile4_n303_T0.png,images/Halo/E4_tile4_n303_T0.png,images/RFP1_masked/E4_tile4_n303_T0.png,images/Halo_masked/E4_tile4_n303_T0.png,APPV717I
E4_tile4_n303,E4,4,APPV717I,0ms,T1,1,images/RFP1/E4_tile4_n303_T1.png,images/Halo/E4_tile4_n303_T1.png,images/RFP1_masked/E4_tile4_n303_T1.png,images/Halo_masked/E4_tile4_n303_T1.png,APPV717I
E4_tile4_n303,E4,4,APPV717I,0ms,T2,2,images/RFP1/E4_tile4_n303_T2.png,images/Halo/E4_tile4_n303_T2.png,images/RFP1_masked/E4_tile4_n303_T2.png,images/Halo_masked/E4_tile4_n303_T2.png,APPV717I
E4_tile4_n303,E4,4,APPV717I,0ms,T3,3,images/RFP1/E4_tile4_n303_T3.png,images/Halo/E4_tile4_n303_T3.png,images/RFP1_masked/E4_tile4_n303_T3.png,images/Halo_masked/E4_tile4_n303_T3.png,APPV717I
E4_tile4_n303,E4,4,APPV717I,0ms,T4,4,images/RFP1/E4_tile4_n303_T4.png,images/Halo/E4_tile4_n303_T4.png,images/RFP1_masked/E4_tile4_n303_T4.png,images/Halo_masked/E4_tile4_n303_T4.png,APPV717I
E4_tile4_n303,E4,4,APPV717I,0ms,T5,5,images/RFP1/E4_tile4_n303_T5.png,images/Halo/E4_tile4_n303_T5.png,images/RFP1_masked/E4_tile4_n303_T5.png,images/Halo_masked/E4_tile4_n303_T5.png,APPV717I
E4_tile4_n303,E4,4,APPV717I,0ms,T6,6,images/RFP1/E4_tile4_n303_T6.png,images/Halo/E4_tile4_n303_T6.png,images/RFP1_masked/E4_tile4_n303_T6.png,images/Halo_masked/E4_tile4_n303_T6.png,APPV717I
E4_tile4_n303,E4,4,APPV717I,0ms,T7,7,images/RFP1/E4_tile4_n303_T7.png,images/Halo/E4_tile4_n303_T7.png,images/RFP1_masked/E4_tile4_n303_T7.png,images/Halo_masked/E4_tile4_n303_T7.png,APPV717I
E4_tile4_n303,E4,4,APPV717I,0ms,T8,8,images/RFP1/E4_tile4_n303_T8.png,images/Halo/E4_tile4_n303_T8.png,images/RFP1_masked/E4_tile4_n303_T8.png,images/Halo_masked/E4_tile4_n303_T8.png,APPV717I
E4_tile4_n303,E4,4,APPV717I,0ms,T9,9,images/RFP1/E4_tile4_n303_T9.png,images/Halo/E4_tile4_n303_T9.png,images/RFP1_masked/E4_tile4_n303_T9.png,images/Halo_masked/E4_tile4_n303_T9.png,APPV717I
E4_tile4_n303,E4,4,APPV717I,0ms,T10,10,images/RFP1/E4_tile4_n303_T10.png,images/Halo/E4_tile4_n303_T10.png,images/RFP1_masked/E4_tile4_n303_T10.png,images/Halo_masked/E4_tile4_n303_T10.png,APPV717I
E4_tile4_n303,E4,4,APPV717I,0ms,T11,11,images/RFP1/E4_tile4_n303_T11.png,images/Halo/E4_tile4_n303_T11.png,images/RFP1_masked/E4_tile4_n303_T11.png,images/Halo_masked/E4_tile4_n303_T11.png,APPV717I
E4_tile4_n303,E4,4,APPV717I,0ms,T12,12,images/RFP1/E4_tile4_n303_T12.png,images/Halo/E4_tile4_n303_T12.png,images/RFP1_masked/E4_tile4_n303_T12.png,images/Halo_masked/E4_tile4_n303_T12.png,APPV717I
E4_tile4_n303,E4,4,APPV717I,0ms,T13,13,images/RFP1/E4_tile4_n303_T13.png,images/Halo/E4_tile4_n303_T13.png,images/RFP1_masked/E4_tile4_n303_T13.png,images/Halo_masked/E4_tile4_n303_T13.png,APPV717I
E4_tile4_n303,E4,4,APPV717I,0ms,T14,14,images/RFP1/E4_tile4_n303_T14.png,images/Halo/E4_tile4_n303_T14.png,images/RFP1_masked/E4_tile4_n303_T14.png,images/Halo_masked/E4_tile4_n303_T14.png,APPV717I
E4_tile4_n303,E4,4,APPV717I,0ms,T15,15,images/RFP1/E4_tile4_n303_T15.png,images/Halo/E4_tile4_n303_T15.png,images/RFP1_masked/E4_tile4_n303_T15.png,images/Halo_masked/E4_tile4_n303_T15.png,APPV717I
E4_tile4_n306,E4,4,APPV717I,0ms,T0,0,images/RFP1/E4_tile4_n306_T0.png,images/Halo/E4_tile4_n306_T0.png,images/RFP1_masked/E4_tile4_n306_T0.png,images/Halo_masked/E4_tile4_n306_T0.png,APPV717I
E4_tile4_n306,E4,4,APPV717I,0ms,T1,1,images/RFP1/E4_tile4_n306_T1.png,images/Halo/E4_tile4_n306_T1.png,images/RFP1_masked/E4_tile4_n306_T1.png,images/Halo_masked/E4_tile4_n306_T1.png,APPV717I
E4_tile4_n306,E4,4,APPV717I,0ms,T2,2,images/RFP1/E4_tile4_n306_T2.png,images/Halo/E4_tile4_n306_T2.png,images/RFP1_masked/E4_tile4_n306_T2.png,images/Halo_masked/E4_tile4_n306_T2.png,APPV717I
E4_tile4_n306,E4,4,APPV717I,0ms,T3,3,images/RFP1/E4_tile4_n306_T3.png,images/Halo/E4_tile4_n306_T3.png,images/RFP1_masked/E4_tile4_n306_T3.png,images/Halo_masked/E4_tile4_n306_T3.png,APPV717I
E4_tile4_n306,E4,4,APPV717I,0ms,T4,4,images/RFP1/E4_tile4_n306_T4.png,images/Halo/E4_tile4_n306_T4.png,images/RFP1_masked/E4_tile4_n306_T4.png,images/Halo_masked/E4_tile4_n306_T4.png,APPV717I
E4_tile4_n306,E4,4,APPV717I,0ms,T5,5,images/RFP1/E4_tile4_n306_T5.png,images/Halo/E4_tile4_n306_T5.png,images/RFP1_masked/E4_tile4_n306_T5.png,images/Halo_masked/E4_tile4_n306_T5.png,APPV717I
E4_tile4_n306,E4,4,APPV717I,0ms,T6,6,images/RFP1/E4_tile4_n306_T6.png,images/Halo/E4_tile4_n306_T6.png,images/RFP1_masked/E4_tile4_n306_T6.png,images/Halo_masked/E4_tile4_n306_T6.png,APPV717I
E4_tile4_n306,E4,4,APPV717I,0ms,T7,7,images/RFP1/E4_tile4_n306_T7.png,images/Halo/E4_tile4_n306_T7.png,images/RFP1_masked/E4_tile4_n306_T7.png,images/Halo_masked/E4_tile4_n306_T7.png,APPV717I
E4_tile4_n306,E4,4,APPV717I,0ms,T8,8,images/RFP1/E4_tile4_n306_T8.png,images/Halo/E4_tile4_n306_T8.png,images/RFP1_masked/E4_tile4_n306_T8.png,images/Halo_masked/E4_tile4_n306_T8.png,APPV717I
E4_tile4_n306,E4,4,APPV717I,0ms,T9,9,images/RFP1/E4_tile4_n306_T9.png,images/Halo/E4_tile4_n306_T9.png,images/RFP1_masked/E4_tile4_n306_T9.png,images/Halo_masked/E4_tile4_n306_T9.png,APPV717I
E4_tile4_n306,E4,4,APPV717I,0ms,T10,10,images/RFP1/E4_tile4_n306_T10.png,images/Halo/E4_tile4_n306_T10.png,images/RFP1_masked/E4_tile4_n306_T10.png,images/Halo_masked/E4_tile4_n306_T10.png,APPV717I
E4_tile4_n306,E4,4,APPV717I,0ms,T11,11,images/RFP1/E4_tile4_n306_T11.png,images/Halo/E4_tile4_n306_T11.png,images/RFP1_masked/E4_tile4_n306_T11.png,images/Halo_masked/E4_tile4_n306_T11.png,APPV717I
E4_tile4_n306,E4,4,APPV717I,0ms,T12,12,images/RFP1/E4_tile4_n306_T12.png,images/Halo/E4_tile4_n306_T12.png,images/RFP1_masked/E4_tile4_n306_T12.png,images/Halo_masked/E4_tile4_n306_T12.png,APPV717I
E4_tile4_n306,E4,4,APPV717I,0ms,T13,13,images/RFP1/E4_tile4_n306_T13.png,images/Halo/E4_tile4_n306_T13.png,images/RFP1_masked/E4_tile4_n306_T13.png,images/Halo_masked/E4_tile4_n306_T13.png,APPV717I
E4_tile4_n306,E4,4,APPV717I,0ms,T14,14,images/RFP1/E4_tile4_n306_T14.png,images/Halo/E4_tile4_n306_T14.png,images/RFP1_masked/E4_tile4_n306_T14.png,images/Halo_masked/E4_tile4_n306_T14.png,APPV717I
E4_tile4_n306,E4,4,APPV717I,0ms,T15,15,images/RFP1/E4_tile4_n306_T15.png,images/Halo/E4_tile4_n306_T15.png,images/RFP1_masked/E4_tile4_n306_T15.png,images/Halo_masked/E4_tile4_n306_T15.png,APPV717I
E4_tile4_n25,E4,4,APPV717I,0ms,T0,0,images/RFP1/E4_tile4_n25_T0.png,images/Halo/E4_tile4_n25_T0.png,images/RFP1_masked/E4_tile4_n25_T0.png,images/Halo_masked/E4_tile4_n25_T0.png,APPV717I
E4_tile4_n25,E4,4,APPV717I,0ms,T1,1,images/RFP1/E4_tile4_n25_T1.png,images/Halo/E4_tile4_n25_T1.png,images/RFP1_masked/E4_tile4_n25_T1.png,images/Halo_masked/E4_tile4_n25_T1.png,APPV717I
E4_tile4_n25,E4,4,APPV717I,0ms,T2,2,images/RFP1/E4_tile4_n25_T2.png,images/Halo/E4_tile4_n25_T2.png,images/RFP1_masked/E4_tile4_n25_T2.png,images/Halo_masked/E4_tile4_n25_T2.png,APPV717I
E4_tile4_n25,E4,4,APPV717I,0ms,T3,3,images/RFP1/E4_tile4_n25_T3.png,images/Halo/E4_tile4_n25_T3.png,images/RFP1_masked/E4_tile4_n25_T3.png,images/Halo_masked/E4_tile4_n25_T3.png,APPV717I
E4_tile4_n25,E4,4,APPV717I,0ms,T4,4,images/RFP1/E4_tile4_n25_T4.png,images/Halo/E4_tile4_n25_T4.png,images/RFP1_masked/E4_tile4_n25_T4.png,images/Halo_masked/E4_tile4_n25_T4.png,APPV717I
E4_tile4_n25,E4,4,APPV717I,0ms,T5,5,images/RFP1/E4_tile4_n25_T5.png,images/Halo/E4_tile4_n25_T5.png,images/RFP1_masked/E4_tile4_n25_T5.png,images/Halo_masked/E4_tile4_n25_T5.png,APPV717I
E4_tile4_n25,E4,4,APPV717I,0ms,T6,6,images/RFP1/E4_tile4_n25_T6.png,images/Halo/E4_tile4_n25_T6.png,images/RFP1_masked/E4_tile4_n25_T6.png,images/Halo_masked/E4_tile4_n25_T6.png,APPV717I
E4_tile4_n25,E4,4,APPV717I,0ms,T7,7,images/RFP1/E4_tile4_n25_T7.png,images/Halo/E4_tile4_n25_T7.png,images/RFP1_masked/E4_tile4_n25_T7.png,images/Halo_masked/E4_tile4_n25_T7.png,APPV717I
E4_tile4_n25,E4,4,APPV717I,0ms,T8,8,images/RFP1/E4_tile4_n25_T8.png,images/Halo/E4_tile4_n25_T8.png,images/RFP1_masked/E4_tile4_n25_T8.png,images/Halo_masked/E4_tile4_n25_T8.png,APPV717I
E4_tile4_n25,E4,4,APPV717I,0ms,T9,9,images/RFP1/E4_tile4_n25_T9.png,images/Halo/E4_tile4_n25_T9.png,images/RFP1_masked/E4_tile4_n25_T9.png,images/Halo_masked/E4_tile4_n25_T9.png,APPV717I
E4_tile4_n25,E4,4,APPV717I,0ms,T10,10,images/RFP1/E4_tile4_n25_T10.png,images/Halo/E4_tile4_n25_T10.png,images/RFP1_masked/E4_tile4_n25_T10.png,images/Halo_masked/E4_tile4_n25_T10.png,APPV717I
E4_tile4_n25,E4,4,APPV717I,0ms,T11,11,images/RFP1/E4_tile4_n25_T11.png,images/Halo/E4_tile4_n25_T11.png,images/RFP1_masked/E4_tile4_n25_T11.png,images/Halo_masked/E4_tile4_n25_T11.png,APPV717I
E4_tile4_n25,E4,4,APPV717I,0ms,T12,12,images/RFP1/E4_tile4_n25_T12.png,images/Halo/E4_tile4_n25_T12.png,images/RFP1_masked/E4_tile4_n25_T12.png,images/Halo_masked/E4_tile4_n25_T12.png,APPV717I
E4_tile4_n25,E4,4,APPV717I,0ms,T13,13,images/RFP1/E4_tile4_n25_T13.png,images/Halo/E4_tile4_n25_T13.png,images/RFP1_masked/E4_tile4_n25_T13.png,images/Halo_masked/E4_tile4_n25_T13.png,APPV717I
E4_tile4_n25,E4,4,APPV717I,0ms,T14,14,images/RFP1/E4_tile4_n25_T14.png,images/Halo/E4_tile4_n25_T14.png,images/RFP1_masked/E4_tile4_n25_T14.png,images/Halo_masked/E4_tile4_n25_T14.png,APPV717I
E4_tile4_n25,E4,4,APPV717I,0ms,T15,15,images/RFP1/E4_tile4_n25_T15.png,images/Halo/E4_tile4_n25_T15.png,images/RFP1_masked/E4_tile4_n25_T15.png,images/Halo_masked/E4_tile4_n25_T15.png,APPV717I
F1_tile4_n90,F1,4,APPV717I,0ms,T0,0,images/RFP1/F1_tile4_n90_T0.png,images/Halo/F1_tile4_n90_T0.png,images/RFP1_masked/F1_tile4_n90_T0.png,images/Halo_masked/F1_tile4_n90_T0.png,APPV717I
F1_tile4_n90,F1,4,APPV717I,0ms,T1,1,images/RFP1/F1_tile4_n90_T1.png,images/Halo/F1_tile4_n90_T1.png,images/RFP1_masked/F1_tile4_n90_T1.png,images/Halo_masked/F1_tile4_n90_T1.png,APPV717I
F1_tile4_n90,F1,4,APPV717I,0ms,T2,2,images/RFP1/F1_tile4_n90_T2.png,images/Halo/F1_tile4_n90_T2.png,images/RFP1_masked/F1_tile4_n90_T2.png,images/Halo_masked/F1_tile4_n90_T2.png,APPV717I
F1_tile4_n90,F1,4,APPV717I,0ms,T3,3,images/RFP1/F1_tile4_n90_T3.png,images/Halo/F1_tile4_n90_T3.png,images/RFP1_masked/F1_tile4_n90_T3.png,images/Halo_masked/F1_tile4_n90_T3.png,APPV717I
F1_tile4_n90,F1,4,APPV717I,0ms,T4,4,images/RFP1/F1_tile4_n90_T4.png,images/Halo/F1_tile4_n90_T4.png,images/RFP1_masked/F1_tile4_n90_T4.png,images/Halo_masked/F1_tile4_n90_T4.png,APPV717I
F1_tile4_n90,F1,4,APPV717I,0ms,T5,5,images/RFP1/F1_tile4_n90_T5.png,images/Halo/F1_tile4_n90_T5.png,images/RFP1_masked/F1_tile4_n90_T5.png,images/Halo_masked/F1_tile4_n90_T5.png,APPV717I
F1_tile4_n90,F1,4,APPV717I,0ms,T6,6,images/RFP1/F1_tile4_n90_T6.png,images/Halo/F1_tile4_n90_T6.png,images/RFP1_masked/F1_tile4_n90_T6.png,images/Halo_masked/F1_tile4_n90_T6.png,APPV717I
F1_tile4_n90,F1,4,APPV717I,0ms,T7,7,images/RFP1/F1_tile4_n90_T7.png,images/Halo/F1_tile4_n90_T7.png,images/RFP1_masked/F1_tile4_n90_T7.png,images/Halo_masked/F1_tile4_n90_T7.png,APPV717I
F1_tile4_n90,F1,4,APPV717I,0ms,T8,8,images/RFP1/F1_tile4_n90_T8.png,images/Halo/F1_tile4_n90_T8.png,images/RFP1_masked/F1_tile4_n90_T8.png,images/Halo_masked/F1_tile4_n90_T8.png,APPV717I
F1_tile4_n90,F1,4,APPV717I,0ms,T9,9,images/RFP1/F1_tile4_n90_T9.png,images/Halo/F1_tile4_n90_T9.png,images/RFP1_masked/F1_tile4_n90_T9.png,images/Halo_masked/F1_tile4_n90_T9.png,APPV717I
F1_tile4_n90,F1,4,APPV717I,0ms,T10,10,images/RFP1/F1_tile4_n90_T10.png,images/Halo/F1_tile4_n90_T10.png,images/RFP1_masked/F1_tile4_n90_T10.png,images/Halo_masked/F1_tile4_n90_T10.png,APPV717I
F1_tile4_n90,F1,4,APPV717I,0ms,T11,11,images/RFP1/F1_tile4_n90_T11.png,images/Halo/F1_tile4_n90_T11.png,images/RFP1_masked/F1_tile4_n90_T11.png,images/Halo_masked/F1_tile4_n90_T11.png,APPV717I
