neuron_id,condition,cell_line,drug,well,tile,stimulation,original_hdf5,num_timepoints,timepoint,timepoint_idx,rfp1_path,halo_path,label_stimulation,label_cell_line,label_timepoint,label_stim_time,label_cell_time,label_cell_stim,label_all,label_6class,class_label
A23_tile1_n5138,Control,Control,DMSO,A23,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_1_5138.h5,16,T16,15,images/RFP1/A23_tile1_n5138_T15.png,images/Halo/A23_tile1_n5138_T15.png,0ms,Control,T16,0ms_T16,Control_T16,Control_0ms,Control_0ms_T16,Control_0ms_T16,Control_0ms_T16
A23_tile2_n162,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_162.h5,16,T0,0,images/RFP1/A23_tile2_n162_T0.png,images/Halo/A23_tile2_n162_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
A23_tile2_n162,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_162.h5,16,T16,15,images/RFP1/A23_tile2_n162_T15.png,images/Halo/A23_tile2_n162_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
A23_tile2_n243,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_243.h5,16,T0,0,images/RFP1/A23_tile2_n243_T0.png,images/Halo/A23_tile2_n243_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
A23_tile2_n243,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_243.h5,16,T16,15,images/RFP1/A23_tile2_n243_T15.png,images/Halo/A23_tile2_n243_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
A23_tile1_n56,Control,Control,DMSO,A23,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_1_56.h5,16,T0,0,images/RFP1/A23_tile1_n56_T0.png,images/Halo/A23_tile1_n56_T0.png,0ms,Control,T0,0ms_T0,Control_T0,Control_0ms,Control_0ms_T0,Control_T0,Control_T0
A23_tile1_n56,Control,Control,DMSO,A23,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_1_56.h5,16,T16,15,images/RFP1/A23_tile1_n56_T15.png,images/Halo/A23_tile1_n56_T15.png,0ms,Control,T16,0ms_T16,Control_T16,Control_0ms,Control_0ms_T16,Control_0ms_T16,Control_0ms_T16
A23_tile2_n2904,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_2904.h5,16,T0,0,images/RFP1/A23_tile2_n2904_T0.png,images/Halo/A23_tile2_n2904_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
A23_tile2_n2904,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_2904.h5,16,T16,15,images/RFP1/A23_tile2_n2904_T15.png,images/Halo/A23_tile2_n2904_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
A23_tile3_n765,Control,Control,DMSO,A23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_3_765.h5,16,T0,0,images/RFP1/A23_tile3_n765_T0.png,images/Halo/A23_tile3_n765_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
A23_tile3_n765,Control,Control,DMSO,A23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_3_765.h5,16,T16,15,images/RFP1/A23_tile3_n765_T15.png,images/Halo/A23_tile3_n765_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
A23_tile1_n4353,Control,Control,DMSO,A23,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_1_4353.h5,16,T0,0,images/RFP1/A23_tile1_n4353_T0.png,images/Halo/A23_tile1_n4353_T0.png,0ms,Control,T0,0ms_T0,Control_T0,Control_0ms,Control_0ms_T0,Control_T0,Control_T0
A23_tile1_n4353,Control,Control,DMSO,A23,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_1_4353.h5,16,T16,15,images/RFP1/A23_tile1_n4353_T15.png,images/Halo/A23_tile1_n4353_T15.png,0ms,Control,T16,0ms_T16,Control_T16,Control_0ms,Control_0ms_T16,Control_0ms_T16,Control_0ms_T16
A23_tile3_n861,Control,Control,DMSO,A23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_3_861.h5,16,T0,0,images/RFP1/A23_tile3_n861_T0.png,images/Halo/A23_tile3_n861_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
A23_tile3_n861,Control,Control,DMSO,A23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_3_861.h5,16,T16,15,images/RFP1/A23_tile3_n861_T15.png,images/Halo/A23_tile3_n861_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
A23_tile3_n356,Control,Control,DMSO,A23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_3_356.h5,16,T0,0,images/RFP1/A23_tile3_n356_T0.png,images/Halo/A23_tile3_n356_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
A23_tile3_n356,Control,Control,DMSO,A23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_3_356.h5,16,T16,15,images/RFP1/A23_tile3_n356_T15.png,images/Halo/A23_tile3_n356_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
A23_tile2_n318,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_318.h5,16,T0,0,images/RFP1/A23_tile2_n318_T0.png,images/Halo/A23_tile2_n318_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
A23_tile2_n318,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_318.h5,16,T16,15,images/RFP1/A23_tile2_n318_T15.png,images/Halo/A23_tile2_n318_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
A23_tile2_n234,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_234.h5,16,T0,0,images/RFP1/A23_tile2_n234_T0.png,images/Halo/A23_tile2_n234_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
A23_tile2_n234,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_234.h5,16,T16,15,images/RFP1/A23_tile2_n234_T15.png,images/Halo/A23_tile2_n234_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
A23_tile2_n3930,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_3930.h5,16,T0,0,images/RFP1/A23_tile2_n3930_T0.png,images/Halo/A23_tile2_n3930_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
A23_tile2_n3930,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_3930.h5,16,T16,15,images/RFP1/A23_tile2_n3930_T15.png,images/Halo/A23_tile2_n3930_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
A23_tile1_n1303,Control,Control,DMSO,A23,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_1_1303.h5,16,T0,0,images/RFP1/A23_tile1_n1303_T0.png,images/Halo/A23_tile1_n1303_T0.png,0ms,Control,T0,0ms_T0,Control_T0,Control_0ms,Control_0ms_T0,Control_T0,Control_T0
A23_tile1_n1303,Control,Control,DMSO,A23,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_1_1303.h5,16,T16,15,images/RFP1/A23_tile1_n1303_T15.png,images/Halo/A23_tile1_n1303_T15.png,0ms,Control,T16,0ms_T16,Control_T16,Control_0ms,Control_0ms_T16,Control_0ms_T16,Control_0ms_T16
A23_tile1_n4923,Control,Control,DMSO,A23,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_1_4923.h5,16,T0,0,images/RFP1/A23_tile1_n4923_T0.png,images/Halo/A23_tile1_n4923_T0.png,0ms,Control,T0,0ms_T0,Control_T0,Control_0ms,Control_0ms_T0,Control_T0,Control_T0
A23_tile1_n4923,Control,Control,DMSO,A23,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_1_4923.h5,16,T16,15,images/RFP1/A23_tile1_n4923_T15.png,images/Halo/A23_tile1_n4923_T15.png,0ms,Control,T16,0ms_T16,Control_T16,Control_0ms,Control_0ms_T16,Control_0ms_T16,Control_0ms_T16
A23_tile3_n684,Control,Control,DMSO,A23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_3_684.h5,16,T0,0,images/RFP1/A23_tile3_n684_T0.png,images/Halo/A23_tile3_n684_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
A23_tile3_n684,Control,Control,DMSO,A23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_3_684.h5,16,T16,15,images/RFP1/A23_tile3_n684_T15.png,images/Halo/A23_tile3_n684_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
A23_tile3_n36,Control,Control,DMSO,A23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_3_36.h5,16,T0,0,images/RFP1/A23_tile3_n36_T0.png,images/Halo/A23_tile3_n36_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
A23_tile3_n36,Control,Control,DMSO,A23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_3_36.h5,16,T16,15,images/RFP1/A23_tile3_n36_T15.png,images/Halo/A23_tile3_n36_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
A23_tile3_n114,Control,Control,DMSO,A23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_3_114.h5,16,T0,0,images/RFP1/A23_tile3_n114_T0.png,images/Halo/A23_tile3_n114_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
A23_tile3_n114,Control,Control,DMSO,A23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_3_114.h5,16,T16,15,images/RFP1/A23_tile3_n114_T15.png,images/Halo/A23_tile3_n114_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
A23_tile2_n86,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_86.h5,16,T0,0,images/RFP1/A23_tile2_n86_T0.png,images/Halo/A23_tile2_n86_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
A23_tile2_n86,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_86.h5,16,T16,15,images/RFP1/A23_tile2_n86_T15.png,images/Halo/A23_tile2_n86_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
A23_tile3_n202,Control,Control,DMSO,A23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_3_202.h5,16,T0,0,images/RFP1/A23_tile3_n202_T0.png,images/Halo/A23_tile3_n202_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
A23_tile3_n202,Control,Control,DMSO,A23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_3_202.h5,16,T16,15,images/RFP1/A23_tile3_n202_T15.png,images/Halo/A23_tile3_n202_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
A23_tile3_n811,Control,Control,DMSO,A23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_3_811.h5,16,T0,0,images/RFP1/A23_tile3_n811_T0.png,images/Halo/A23_tile3_n811_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
A23_tile3_n811,Control,Control,DMSO,A23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_3_811.h5,16,T16,15,images/RFP1/A23_tile3_n811_T15.png,images/Halo/A23_tile3_n811_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
A23_tile1_n3953,Control,Control,DMSO,A23,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_1_3953.h5,16,T0,0,images/RFP1/A23_tile1_n3953_T0.png,images/Halo/A23_tile1_n3953_T0.png,0ms,Control,T0,0ms_T0,Control_T0,Control_0ms,Control_0ms_T0,Control_T0,Control_T0
A23_tile1_n3953,Control,Control,DMSO,A23,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_1_3953.h5,16,T16,15,images/RFP1/A23_tile1_n3953_T15.png,images/Halo/A23_tile1_n3953_T15.png,0ms,Control,T16,0ms_T16,Control_T16,Control_0ms,Control_0ms_T16,Control_0ms_T16,Control_0ms_T16
A23_tile3_n737,Control,Control,DMSO,A23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_3_737.h5,16,T0,0,images/RFP1/A23_tile3_n737_T0.png,images/Halo/A23_tile3_n737_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
A23_tile3_n737,Control,Control,DMSO,A23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_3_737.h5,16,T16,15,images/RFP1/A23_tile3_n737_T15.png,images/Halo/A23_tile3_n737_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
A23_tile1_n4535,Control,Control,DMSO,A23,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_1_4535.h5,16,T0,0,images/RFP1/A23_tile1_n4535_T0.png,images/Halo/A23_tile1_n4535_T0.png,0ms,Control,T0,0ms_T0,Control_T0,Control_0ms,Control_0ms_T0,Control_T0,Control_T0
A23_tile1_n4535,Control,Control,DMSO,A23,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_1_4535.h5,16,T16,15,images/RFP1/A23_tile1_n4535_T15.png,images/Halo/A23_tile1_n4535_T15.png,0ms,Control,T16,0ms_T16,Control_T16,Control_0ms,Control_0ms_T16,Control_0ms_T16,Control_0ms_T16
A23_tile2_n613,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_613.h5,16,T0,0,images/RFP1/A23_tile2_n613_T0.png,images/Halo/A23_tile2_n613_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
A23_tile2_n613,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_613.h5,16,T16,15,images/RFP1/A23_tile2_n613_T15.png,images/Halo/A23_tile2_n613_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
A23_tile2_n2242,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_2242.h5,16,T0,0,images/RFP1/A23_tile2_n2242_T0.png,images/Halo/A23_tile2_n2242_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
A23_tile2_n2242,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_2242.h5,16,T16,15,images/RFP1/A23_tile2_n2242_T15.png,images/Halo/A23_tile2_n2242_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
A23_tile2_n4867,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_4867.h5,16,T0,0,images/RFP1/A23_tile2_n4867_T0.png,images/Halo/A23_tile2_n4867_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
A23_tile2_n4867,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_4867.h5,16,T16,15,images/RFP1/A23_tile2_n4867_T15.png,images/Halo/A23_tile2_n4867_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
A23_tile2_n5552,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_5552.h5,16,T0,0,images/RFP1/A23_tile2_n5552_T0.png,images/Halo/A23_tile2_n5552_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
A23_tile2_n5552,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_5552.h5,16,T16,15,images/RFP1/A23_tile2_n5552_T15.png,images/Halo/A23_tile2_n5552_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
A23_tile2_n572,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_572.h5,16,T0,0,images/RFP1/A23_tile2_n572_T0.png,images/Halo/A23_tile2_n572_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
A23_tile2_n572,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_572.h5,16,T16,15,images/RFP1/A23_tile2_n572_T15.png,images/Halo/A23_tile2_n572_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
A23_tile3_n328,Control,Control,DMSO,A23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_3_328.h5,16,T0,0,images/RFP1/A23_tile3_n328_T0.png,images/Halo/A23_tile3_n328_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
A23_tile3_n328,Control,Control,DMSO,A23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_3_328.h5,16,T16,15,images/RFP1/A23_tile3_n328_T15.png,images/Halo/A23_tile3_n328_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
A23_tile2_n5573,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_5573.h5,16,T0,0,images/RFP1/A23_tile2_n5573_T0.png,images/Halo/A23_tile2_n5573_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
A23_tile2_n5573,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_5573.h5,16,T16,15,images/RFP1/A23_tile2_n5573_T15.png,images/Halo/A23_tile2_n5573_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
A23_tile2_n1182,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_1182.h5,16,T0,0,images/RFP1/A23_tile2_n1182_T0.png,images/Halo/A23_tile2_n1182_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
A23_tile2_n1182,Control,Control,DMSO,A23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_2_1182.h5,16,T16,15,images/RFP1/A23_tile2_n1182_T15.png,images/Halo/A23_tile2_n1182_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
A23_tile1_n5253,Control,Control,DMSO,A23,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/A23/A2screenPlate2_A23_1_5253.h5,16,T0,0,images/RFP1/A23_tile1_n5253_T0.png,images/Halo/A23_tile1_n5253_T0.png,0ms,Control,T0,0ms_T0,Control_T0,Control_0ms,Control_0ms_T0,Control_T0,Control_T0
